Entity,Code,Year,15–19 years,20–24 years,25–29 years
Albania,ALB,1987,2.8994846,8.898015,2.4322445
Albania,ALB,1988,1.5787811,6.709158,1.7029973
Albania,ALB,1989,1.5571473,3.9695666,5.0386295
Albania,ALB,1992,3.0737705,2.6585643,1.927525
Albania,ALB,1993,4.5952635,6.105006,4.1254125
Albania,ALB,1994,2.1253984,2.4742267,2.092926
Albania,ALB,1995,3.180212,6.2060404,5.47599
Albania,ALB,1996,4.188482,8.578431,6.658344
Albania,ALB,1997,7.233896,13.301088,11.494253
Albania,ALB,1998,10.217983,11.562999,9.341998
Albania,ALB,1999,9.146341,6.3441715,6.0557127
Albania,ALB,2000,2.2058823,2.1561017,3.9525692
Albania,ALB,2001,3.0478926,4.308265,7.041956
Albania,ALB,2002,3.6419861,7.5948086,8.424954
Albania,ALB,2003,5.1934395,5.2237577,5.1813474
Albania,ALB,2004,5.0872464,8.694863,6.4217534
Albania,ALB,2005,0,0,0
Albania,ALB,2006,0,0,0
Albania,ALB,2007,4.5212193,4.619329,6.5319986
Albania,ALB,2008,6.937241,3.8452518,7.5058975
Albania,ALB,2009,0,0,0
Albania,ALB,2010,1.73628,4.311747,4.576799
Antigua and Barbuda,ATG,1966,0,0,0
Antigua and Barbuda,ATG,1969,0,0,0
Antigua and Barbuda,ATG,1970,0,0,0
Antigua and Barbuda,ATG,1971,0,0,0
Antigua and Barbuda,ATG,1972,0,0,0
Antigua and Barbuda,ATG,1973,0,0,0
Antigua and Barbuda,ATG,1974,0,0,0
Antigua and Barbuda,ATG,1975,0,0,0
Antigua and Barbuda,ATG,1976,0,0,0
Antigua and Barbuda,ATG,1977,0,0,0
Antigua and Barbuda,ATG,1978,0,0,0
Antigua and Barbuda,ATG,1985,0,0,0
Antigua and Barbuda,ATG,1986,0,0,0
Antigua and Barbuda,ATG,1987,0,0,0
Antigua and Barbuda,ATG,1988,0,0,0
Antigua and Barbuda,ATG,1989,0,0,0
Antigua and Barbuda,ATG,1990,0,0,0
Antigua and Barbuda,ATG,1991,0,0,0
Antigua and Barbuda,ATG,1992,0,0,0
Antigua and Barbuda,ATG,1993,0,0,16.329197
Antigua and Barbuda,ATG,1994,0,0,0
Antigua and Barbuda,ATG,1995,0,0,0
Antigua and Barbuda,ATG,1998,0,0,0
Antigua and Barbuda,ATG,1999,0,0,0
Antigua and Barbuda,ATG,2000,0,0,0
Antigua and Barbuda,ATG,2001,0,0,0
Antigua and Barbuda,ATG,2002,0,0,0
Antigua and Barbuda,ATG,2003,0,0,0
Antigua and Barbuda,ATG,2004,0,0,0
Antigua and Barbuda,ATG,2005,0,0,0
Antigua and Barbuda,ATG,2006,0,0,0
Antigua and Barbuda,ATG,2007,0,0,0
Antigua and Barbuda,ATG,2008,0,0,0
Antigua and Barbuda,ATG,2009,0,0,0
Antigua and Barbuda,ATG,2010,0,0,0
Antigua and Barbuda,ATG,2011,0,0,0
Antigua and Barbuda,ATG,2012,0,0,0
Antigua and Barbuda,ATG,2013,0,0,0
Antigua and Barbuda,ATG,2014,0,0,0
Antigua and Barbuda,ATG,2015,0,0,0
Antigua and Barbuda,ATG,2016,0,0,0
Antigua and Barbuda,ATG,2017,0,0,0
Antigua and Barbuda,ATG,2018,0,0,0
Antigua and Barbuda,ATG,2019,0,0,0
Antigua and Barbuda,ATG,2020,0,0,0
Antigua and Barbuda,ATG,2021,0,13.290803,0
Argentina,ARG,1966,4.826546,8.347434,8.169533
Argentina,ARG,1967,7.45679,10.590182,10.376214
Argentina,ARG,1968,7.3750606,12.284483,11.616767
Argentina,ARG,1969,7.938785,12.216956,10.901591
Argentina,ARG,1970,8.399813,11.812216,11.683054
Argentina,ARG,1977,6.78829,8.83659,8.894349
Argentina,ARG,1978,6.051753,9.261686,8.518877
Argentina,ARG,1979,4.4389644,5.935484,7.2891855
Argentina,ARG,1980,4.6672945,6.3128467,6.4216743
Argentina,ARG,1981,4.2398286,7.56909,7.292909
Argentina,ARG,1982,4.048583,6.1215935,6.021978
Argentina,ARG,1983,4.0239043,5.1567655,5.363322
Argentina,ARG,1984,3.444698,5.073256,5.129359
Argentina,ARG,1985,3.5142202,5.985703,5.360624
Argentina,ARG,1986,4.3476496,7.707459,6.211454
Argentina,ARG,1987,4.612546,6.636233,5.8271003
Argentina,ARG,1988,5.0918837,7.549557,5.993001
Argentina,ARG,1989,4.0595903,6.5443935,6.660862
Argentina,ARG,1990,4.08237,6.2422996,5.67591
Argentina,ARG,1991,3.8105047,5.1312647,6.0271645
Argentina,ARG,1992,4.5662103,7.344084,6.3884335
Argentina,ARG,1993,4.0988774,6.742424,6.411057
Argentina,ARG,1994,5.39914,6.2863026,6.0865273
Argentina,ARG,1995,5.1643333,7.281122,6.394431
Argentina,ARG,1996,5.5913854,6.691704,5.6371574
Argentina,ARG,1997,5.4275303,6.7050576,5.966716
Argentina,ARG,1998,6.6854897,7.185708,6.4157434
Argentina,ARG,1999,6.6634097,7.523166,6.5565615
Argentina,ARG,2000,7.5903893,10.26911,8.374554
Argentina,ARG,2001,9.403906,11.562335,8.483612
Argentina,ARG,2002,8.881991,12.5372505,9.878686
Argentina,ARG,2003,11.206058,13.781997,10.005564
Argentina,ARG,2004,11.149594,13.688857,10.766185
Argentina,ARG,2005,10.596788,13.333912,9.83889
Argentina,ARG,2006,11.605323,13.546392,10.862617
Argentina,ARG,2007,10.264931,11.375446,11.196335
Argentina,ARG,2008,10.210952,13.701173,10.708031
Argentina,ARG,2009,10.321102,12.363607,10.644678
Argentina,ARG,2010,9.930562,14.405858,9.987723
Argentina,ARG,2011,11.694354,13.358028,11.349604
Argentina,ARG,2012,12.63879,14.657631,12.112478
Argentina,ARG,2013,11.946297,12.721192,9.76982
Argentina,ARG,2014,12.466571,14.449597,10.183262
Argentina,ARG,2015,10.376552,12.648142,8.638829
Argentina,ARG,2016,10.351239,13.030392,10.004916
Argentina,ARG,2017,11.154662,13.612318,10.772254
Argentina,ARG,2018,11.305092,13.92029,11.615138
Argentina,ARG,2019,11.141442,13.621923,11.705209
Argentina,ARG,2020,9.634268,11.934427,10.027699
Argentina,ARG,2021,8.477906,11.78912,10.35432
Argentina,ARG,2022,9.385732,13.70857,12.92154
Armenia,ARM,1981,1.1719894,2.2277918,2.1945868
Armenia,ARM,1982,1.2210013,0.5566379,2.8011205
Armenia,ARM,1985,0.6861063,1.4916468,1.8467221
Armenia,ARM,1986,1.0478519,0.9363296,2.395927
Armenia,ARM,1987,0.35014006,2.2883296,1.4775413
Armenia,ARM,1988,0.7087172,3.0991735,2.0876827
Armenia,ARM,1989,2.5945144,2.9112082,2.7590435
Armenia,ARM,1990,2.657555,2.2421525,2.5212731
Armenia,ARM,1991,1.3315579,0.7109847,5.4002542
Armenia,ARM,1992,0.9778357,2.468265,1.6276041
Armenia,ARM,1993,1.5984654,1.7488632,4.0227957
Armenia,ARM,1994,0.9416196,2.4364777,2.0782819
Armenia,ARM,1995,0.92109305,3.4352455,3.558719
Armenia,ARM,1996,0.59934074,1.0118043,2.8891296
Armenia,ARM,1997,0.5847953,0.6626905,1.4450867
Armenia,ARM,1998,0.57126534,0.6508298,1.4342058
Armenia,ARM,1999,0.83379656,0.9557184,1.0653409
Armenia,ARM,2000,0.80192465,0.9230769,0.6894174
Armenia,ARM,2001,0.53015804,0.6051987,0.3421178
Armenia,ARM,2002,0.9502181,1.1014348,2.6640499
Armenia,ARM,2003,0,0.35470176,1.294543
Armenia,ARM,2006,0.6773737,2.9432867,1.3545609
Armenia,ARM,2007,1.75621,1.8117781,1.3242285
Armenia,ARM,2008,0.3217493,0.9493611,1.4390974
Armenia,ARM,2009,1.9321954,0.35771647,1.2642065
Armenia,ARM,2010,2.4456754,1.4412025,2.4677243
Armenia,ARM,2011,1.7318116,2.5530767,1.1951858
Armenia,ARM,2012,1.354035,1.3857757,1.4518266
Armenia,ARM,2013,0.96249634,0.3593503,1.4389007
Armenia,ARM,2014,0.5105453,1.5221511,1.442325
Armenia,ARM,2015,1.0803394,1.2307237,2.5296328
Armenia,ARM,2016,0.5703595,2.2490711,1.090354
Armenia,ARM,2017,2.9535408,0.49077347,0.7433618
Armenia,ARM,2018,0,1.5800284,0.38717672
Armenia,ARM,2019,1.2017787,0.5583878,0.41028
Armenia,ARM,2020,0,1.6997263,0.4302426
Armenia,ARM,2021,1.1528374,1.1793218,0.90907025
Armenia,ARM,2022,2.7502146,1.2500391,0.5128205
Armenia,ARM,2023,2.355144,1.2752987,2.7965927
Australia,AUS,1950,3.2626426,5.928237,7.0859165
Australia,AUS,1951,4.5587163,8.098427,7.478786
Australia,AUS,1952,4.8171277,6.15239,10.373739
Australia,AUS,1953,3.13917,7.479675,9.657719
Australia,AUS,1954,3.887105,7.0116863,11.543395
Australia,AUS,1955,3.5865667,7.7584753,8.996144
Australia,AUS,1956,2.1995287,6.7170444,11.428572
Australia,AUS,1957,3.4633338,7.6960864,11.167513
Australia,AUS,1958,4.088188,11.04,12.782402
Australia,AUS,1959,3.7292817,6.186205,10.739676
Australia,AUS,1960,2.7308192,6.419827,11.462632
Australia,AUS,1961,3.8257434,8.775716,11.941213
Australia,AUS,1962,3.7534122,9.4945545,15.846664
Australia,AUS,1963,4.692833,12.647899,18.890202
Australia,AUS,1964,4.4175057,12.147841,14.575593
Australia,AUS,1965,4.935834,13.083883,17.181654
Australia,AUS,1966,4.85206,11.222819,15.332885
Australia,AUS,1967,4.383875,11.830502,18.240622
Australia,AUS,1968,5.3465905,9.577579,13.047297
Australia,AUS,1969,4.233778,10.915765,15.35166
Australia,AUS,1970,5.5338836,11.900334,15.09349
Australia,AUS,1971,9.268336,13.063063,15.980266
Australia,AUS,1972,6.4787254,13.977128,13.609527
Australia,AUS,1973,6.4632883,15.049112,11.90703
Australia,AUS,1974,7.9744816,12.853471,12.764004
Australia,AUS,1975,5.80255,12.154124,13.656924
Australia,AUS,1976,6.4862266,12.97028,12.182654
Australia,AUS,1977,7.213989,13.086336,14.0638485
Australia,AUS,1978,7.199257,15.963226,15.815713
Australia,AUS,1979,8.300031,16.063274,15.615667
Australia,AUS,1980,6.2461443,16.288725,15.454776
Australia,AUS,1981,6.7000384,15.882759,14.289194
Australia,AUS,1982,6.660471,16.894428,18.658798
Australia,AUS,1983,5.837939,16.3508,16.219194
Australia,AUS,1984,6.732183,16.942883,16.156595
Australia,AUS,1985,9.625669,19.099792,18.069534
Australia,AUS,1986,9.277815,18.553154,18.761587
Australia,AUS,1987,11.672311,19.989439,17.491653
Australia,AUS,1988,12.465472,18.350702,19.08832
Australia,AUS,1989,11.110325,18.489408,19.029562
Australia,AUS,1990,10.838562,21.05573,19.963448
Australia,AUS,1991,10.483103,21.121214,18.076593
Australia,AUS,1992,12.381096,20.670391,18.62049
Australia,AUS,1993,9.099321,18.21192,16.656883
Australia,AUS,1994,11.259676,19.810152,18.917925
Australia,AUS,1995,8.990537,19.959381,19.088402
Australia,AUS,1996,10.867016,20.473906,20.449898
Australia,AUS,1997,12.283859,24.81132,23.487518
Australia,AUS,1998,11.346742,21.747732,25.049381
Australia,AUS,1999,9.209438,19.445383,22.148151
Australia,AUS,2000,10.096778,16.651978,19.665453
Australia,AUS,2001,8.8708515,17.122078,19.97042
Australia,AUS,2002,8.969895,13.692529,19.46957
Australia,AUS,2003,7.697191,13.635923,15.566305
Australia,AUS,2004,6.34966,13.151941,15.267511
Australia,AUS,2006,7.8594837,13.092852,11.592606
Australia,AUS,2007,8.013722,12.198146,13.806927
Australia,AUS,2008,6.6230803,12.223327,13.231378
Australia,AUS,2009,7.0054035,10.599182,13.510392
Australia,AUS,2010,7.742371,11.325835,11.523809
Australia,AUS,2011,8.049763,13.526401,13.147023
Australia,AUS,2012,8.974601,12.007899,12.55481
Australia,AUS,2013,10.500019,12.701096,12.292535
Australia,AUS,2014,9.093278,14.332249,13.115432
Australia,AUS,2015,10.205081,14.794673,14.83741
Australia,AUS,2016,9.354956,15.760822,14.220392
Australia,AUS,2017,11.136827,14.757642,16.143406
Australia,AUS,2018,12.564705,15.198166,15.140896
Australia,AUS,2019,11.640151,16.66549,16.382673
Australia,AUS,2020,11.974993,16.429138,15.702601
Australia,AUS,2021,10.478552,15.8974285,16.305235
Australia,AUS,2022,8.346467,14.843901,16.329151
Australia,AUS,2023,8.888463,12.818033,15.871785
Austria,AUT,1955,10.805301,22.941042,21.00399
Austria,AUT,1956,9.474271,17.677975,23.712881
Austria,AUT,1957,8.382815,19.950739,23.907846
Austria,AUT,1958,9.245252,18.141153,24.460752
Austria,AUT,1959,10.799865,17.064049,23.405231
Austria,AUT,1960,10.474986,15.830035,23.062292
Austria,AUT,1961,10.636241,16.269611,17.342453
Austria,AUT,1962,9.433962,15.167548,20.582329
Austria,AUT,1963,11.821279,17.790579,20.146059
Austria,AUT,1964,10.509296,17.162277,18.396227
Austria,AUT,1965,8.815868,14.727273,15.529905
Austria,AUT,1966,7.3151445,20.464384,19.726858
Austria,AUT,1967,8.053151,15.959596,19.53472
Austria,AUT,1968,10.763817,15.139281,18.262503
Austria,AUT,1969,10.0776825,14.666938,16.775078
Austria,AUT,1970,13.394726,19.592001,19.04413
Austria,AUT,1971,13.687916,16.641453,15.01131
Austria,AUT,1972,10.277884,17.774343,18.946491
Austria,AUT,1973,8.548597,15.779093,18.200409
Austria,AUT,1974,9.673952,18.11453,16.891891
Austria,AUT,1975,11.324041,20.320438,20.531874
Austria,AUT,1976,11.011351,18.507809,21.158978
Austria,AUT,1977,13.651316,24.732996,19.724243
Austria,AUT,1978,16.367138,25.091576,20.328382
Austria,AUT,1979,11.606023,28.688524,23.287941
Austria,AUT,1980,12.985005,23.517206,25.575447
Austria,AUT,1981,14.536645,26.061302,22.653101
Austria,AUT,1982,13.846369,26.503769,28.305506
Austria,AUT,1983,11.854105,24.82296,22.464705
Austria,AUT,1984,12.67094,27.211258,23.158016
Austria,AUT,1985,13.285846,26.260386,26.997381
Austria,AUT,1986,14.662684,25.596241,31.314999
Austria,AUT,1987,11.454518,25.314383,23.942013
Austria,AUT,1988,12.556481,19.26629,23.171633
Austria,AUT,1989,13.712474,21.242174,20.814943
Austria,AUT,1990,10.506654,19.727451,19.050545
Austria,AUT,1991,10.447306,21.244019,19.072554
Austria,AUT,1992,11.172144,19.4081,18.377613
Austria,AUT,1993,10.586312,17.27925,19.997873
Austria,AUT,1994,9.940637,21.625769,17.609943
Austria,AUT,1995,10.270261,19.378498,18.609995
Austria,AUT,1996,9.989078,14.157288,16.166243
Austria,AUT,1997,9.607522,19.817757,15.970614
Austria,AUT,1998,10.077809,15.53345,16.709915
Austria,AUT,1999,11.396295,14.589588,15.993892
Austria,AUT,2000,12.364786,15.54892,15.065211
Austria,AUT,2001,12.617096,12.198636,13.205887
Austria,AUT,2002,9.571289,14.326266,14.593522
Austria,AUT,2003,11.423634,12.913582,12.321124
Austria,AUT,2004,11.345563,14.920977,14.356937
Austria,AUT,2005,9.219667,10.661082,11.352071
Austria,AUT,2006,8.117905,10.110722,8.6416645
Austria,AUT,2007,8.238159,12.886177,11.251188
Austria,AUT,2008,5.7916136,9.2454195,8.99505
Austria,AUT,2009,6.5847363,9.615994,10.322665
Austria,AUT,2010,7.432898,13.06416,8.819406
Austria,AUT,2011,5.9048824,11.615773,10.11769
Austria,AUT,2012,4.3351617,9.569737,12.681067
Austria,AUT,2013,5.898835,8.507364,8.986712
Austria,AUT,2014,9.046499,9.891614,11.503712
Austria,AUT,2015,6.7425017,8.899092,9.013835
Austria,AUT,2016,6.532774,9.012679,7.5791135
Austria,AUT,2017,5.3452234,7.1180353,11.307777
Austria,AUT,2018,7.2398844,8.021894,6.9588037
Austria,AUT,2019,5.257239,7.455967,5.9758277
Austria,AUT,2020,4.36214,6.252418,4.68175
Austria,AUT,2021,5.50465,7.587996,6.750622
Austria,AUT,2022,7.8983774,7.3734984,8.443952
Austria,AUT,2023,6.6184964,9.565856,6.951599
Azerbaijan,AZE,1981,2.6511805,4.6426563,4.9782205
Azerbaijan,AZE,1982,2.446877,3.5321288,5.226481
Azerbaijan,AZE,1985,2.3558757,3.456068,3.6260445
Azerbaijan,AZE,1986,3.1126204,3.6749694,4.2168674
Azerbaijan,AZE,1987,2.7193358,4.336271,3.930131
Azerbaijan,AZE,1988,3.0194106,3.4448113,3.7058153
Azerbaijan,AZE,1989,1.4777597,3.671611,3.582175
Azerbaijan,AZE,1990,1.6694491,1.3223627,1.8777987
Azerbaijan,AZE,1991,1.6799023,2.7721038,2.1685703
Azerbaijan,AZE,1992,2.3076923,2.365814,2.4996324
Azerbaijan,AZE,1993,2.0009234,2.2799819,1.8094089
Azerbaijan,AZE,1994,0.6103143,0.31451485,0.9191176
Azerbaijan,AZE,1995,0.59826505,0.80997896,0.7701787
Azerbaijan,AZE,1996,0.5891884,1.3099722,0.6162379
Azerbaijan,AZE,1997,0.87809163,1.1387669,1.531159
Azerbaijan,AZE,1998,0.13912076,0.6190034,0.58241117
Azerbaijan,AZE,1999,0.275824,0.92038655,0.43296292
Azerbaijan,AZE,2000,0.7485497,1.3355098,1.1352578
Azerbaijan,AZE,2001,4.0872755,4.3233895,3.7404456
Azerbaijan,AZE,2002,0.58058524,0.69861674,1.1257639
Azerbaijan,AZE,2003,1.3544782,1.8911252,1.2631247
Azerbaijan,AZE,2004,0.44135496,1.3019986,1.691397
Azerbaijan,AZE,2007,0.32346758,0.58288646,0.2811358
Bahamas,BHS,1975,0,0,0
Bahamas,BHS,1979,0,0,0
Bahamas,BHS,1980,0,5.263158,0
Bahamas,BHS,1981,0,0,0
Bahamas,BHS,1983,4.0650406,4.7619047,5.952381
Bahamas,BHS,1984,4.366812,4.255319,4.6728973
Bahamas,BHS,1985,0,0,0
Bahamas,BHS,1987,0,0,4.1841006
Bahamas,BHS,1993,3.7735848,0,3.7735848
Bahamas,BHS,1994,0,0,0
Bahamas,BHS,1995,0,0,3.7735848
Bahamas,BHS,1996,0,0,0
Bahamas,BHS,1997,0,0,3.9799411
Bahamas,BHS,1998,0,0,3.9145072
Bahamas,BHS,1999,0,4.2078686,7.757049
Bahamas,BHS,2000,0,4.273139,11.706861
Bahamas,BHS,2001,0,0,0
Bahamas,BHS,2002,0,7.9598823,0
Bahamas,BHS,2003,0,0,0
Bahamas,BHS,2004,0,3.9461741,0
Bahamas,BHS,2005,0,0,3.82263
Bahamas,BHS,2006,0,3.8592157,0
Bahamas,BHS,2007,0,3.7520638,3.8170853
Bahamas,BHS,2008,3.3229215,0,0
Bahamas,BHS,2009,6.494139,0,3.7660527
Bahamas,BHS,2010,3.1626554,7.449622,0
Bahamas,BHS,2011,0,3.606853,0
Bahamas,BHS,2012,3.063444,3.4570975,0
Bahamas,BHS,2013,0,0,0
Bahamas,BHS,2014,0,3.174704,3.706312
Bahamas,BHS,2015,0,0,0
Bahamas,BHS,2016,0,0,3.5149386
Bahrain,BHR,1985,0,0,7.1942444
Bahrain,BHR,1987,0,2,1.8691589
Bahrain,BHR,1988,0,2.2779043,10.330579
Bahrain,BHR,1997,0,0,0
Bahrain,BHR,1998,0,0,0
Bahrain,BHR,1999,0,5.3448305,4.5579543
Bahrain,BHR,2000,0,3.4290025,10.292453
Bahrain,BHR,2001,0,4.631917,4.148976
Bahrain,BHR,2002,0,5.5765452,8.980461
Bahrain,BHR,2003,0,3.798959,8.2265835
Bahrain,BHR,2004,0,3.4895487,10.66974
Bahrain,BHR,2005,1.6029751,6.0726776,10.912563
Bahrain,BHR,2006,0,4.471222,7.3582916
Bahrain,BHR,2007,2.893058,4.1084213,6.6097736
Bahrain,BHR,2008,0,2.9313765,7.9379253
Bahrain,BHR,2009,0,3.544654,4.1210895
Bahrain,BHR,2010,0,0.8988683,2.7768676
Bahrain,BHR,2011,1.3756105,2.8629231,1.1925987
Bahrain,BHR,2012,0,0.86896825,4.582348
Bahrain,BHR,2013,0,0.88586515,0
Bahrain,BHR,2014,0,3.774582,1.6854028
Barbados,BRB,1960,0,0,0
Barbados,BRB,1961,0,0,7.142857
Barbados,BRB,1962,0,0,0
Barbados,BRB,1963,0,0,0
Barbados,BRB,1964,0,0,7.9365077
Barbados,BRB,1966,0,4.9504952,7.142857
Barbados,BRB,1967,0,4.7393365,0
Barbados,BRB,1968,0,4.608295,12.987013
Barbados,BRB,1969,0,0,0
Barbados,BRB,1970,0,10.152285,0
Barbados,BRB,1971,0,5.0761423,0
Barbados,BRB,1972,0,5.0251255,0
Barbados,BRB,1973,0,0,0
Barbados,BRB,1974,0,0,0
Barbados,BRB,1975,0,4.9261084,8
Barbados,BRB,1976,0,0,11.363636
Barbados,BRB,1977,0,0,0
Barbados,BRB,1978,0,4.2016807,5.6179776
Barbados,BRB,1979,0,0,4.4444447
Barbados,BRB,1980,3.2786884,0,0
Barbados,BRB,1981,0,3.5842295,17.54386
Barbados,BRB,1982,0,0,4.7393365
Barbados,BRB,1983,3.508772,0,9.345795
Barbados,BRB,1984,4.048583,3.7313433,0
Barbados,BRB,1985,0,0,8.333333
Barbados,BRB,1986,0,7.633588,0
Barbados,BRB,1987,0,0,4.132231
Barbados,BRB,1988,0,7.5757575,8.196721
Barbados,BRB,1989,4,16.666666,8
Barbados,BRB,1990,0,4.1666665,8
Barbados,BRB,1991,4.1666665,8.333333,12.5
Barbados,BRB,1992,0,0,8.333333
Barbados,BRB,1993,4.5045047,16.597511,4.255319
Barbados,BRB,1994,0,4.132231,0
Barbados,BRB,1995,9.708738,4.1841006,26.431719
Barbados,BRB,2000,0,5.144827,14.027213
Barbados,BRB,2001,0,0,0
Barbados,BRB,2002,0,0,0
Barbados,BRB,2003,0,0,0
Barbados,BRB,2004,0,0,0
Barbados,BRB,2005,0,0,0
Barbados,BRB,2006,0,0,0
Barbados,BRB,2007,0,0,0
Barbados,BRB,2008,0,0,0
Barbados,BRB,2009,0,0,0
Barbados,BRB,2010,0,0,0
Barbados,BRB,2011,0,0,0
Barbados,BRB,2012,0,0,0
Barbados,BRB,2013,0,0,0
Belarus,BLR,1981,6.2013617,17.581915,25.251865
Belarus,BLR,1982,7.8263063,18.403522,29.3781
Belarus,BLR,1985,6.3195496,16.333939,24.248077
Belarus,BLR,1986,6.545961,14.022233,15.278576
Belarus,BLR,1987,6.8965516,14.795244,18.448494
Belarus,BLR,1988,7.0581594,12.724758,19.723183
Belarus,BLR,1989,6.5725074,12.449914,23.162846
Belarus,BLR,1990,7.166483,15.2091255,22.18971
Belarus,BLR,1991,8.7960415,16.18171,21.575253
Belarus,BLR,1992,12.059751,15.863775,28.036123
Belarus,BLR,1993,9.350861,20.457796,30.409193
Belarus,BLR,1994,12.009175,21.998297,28.665146
Belarus,BLR,1995,14.031805,19.262981,32.11144
Belarus,BLR,1996,12.030672,24.285912,34.646137
Belarus,BLR,1997,13.022529,27.105118,34.23953
Belarus,BLR,1998,13.583852,29.96716,33.993923
Belarus,BLR,1999,13.533834,31.892572,42.95632
Belarus,BLR,2000,12.272921,33.31122,37.276108
Belarus,BLR,2001,13.972183,31.486826,35.504677
Belarus,BLR,2002,14.275331,27.547443,45.65181
Belarus,BLR,2003,13.380516,28.214195,41.639393
Belarus,BLR,2007,12.446776,24.68706,33.71648
Belarus,BLR,2008,12.199337,21.425476,27.708145
Belarus,BLR,2009,13.855806,27.431046,31.569004
Belarus,BLR,2010,16.145613,23.521523,27.949463
Belarus,BLR,2011,11.825797,20.543304,25.362686
Belarus,BLR,2013,9.305826,17.931618,21.716858
Belarus,BLR,2014,8.862049,15.497667,19.52741
Belarus,BLR,2018,9.519045,13.565354,17.140873
Belgium,BEL,1954,2.5924647,5.028284,6.0661206
Belgium,BEL,1955,2.4509804,4.9807196,5.972435
Belgium,BEL,1956,3.5977695,6.448413,6.754682
Belgium,BEL,1957,3.892493,4.743351,6.759871
Belgium,BEL,1958,4.7001314,5.3164124,6.653257
Belgium,BEL,1959,3.5627227,4.4866266,6.754634
Belgium,BEL,1960,4.0102077,8.455565,6.495564
Belgium,BEL,1961,3.613214,7.4653397,8.007844
Belgium,BEL,1962,2.3950183,7.6866765,6.858481
Belgium,BEL,1963,3.4806294,6.4539924,7.8898773
Belgium,BEL,1964,4.3846827,6.1863174,7.9866886
Belgium,BEL,1965,5.4030995,7.9631925,9.330223
Belgium,BEL,1966,3.799606,7.3308897,7.672634
Belgium,BEL,1967,4.230715,5.4187956,9.129213
Belgium,BEL,1968,3.8022814,7.814804,10.530073
Belgium,BEL,1969,3.3589923,6.015468,8.751563
Belgium,BEL,1970,4.426003,5.4568353,8.608574
Belgium,BEL,1971,4.084411,5.953205,9.968433
Belgium,BEL,1972,4.5564194,10.635359,9.266409
Belgium,BEL,1973,5.8139534,7.961565,10.864778
Belgium,BEL,1974,5.7697353,9.0311985,11.231101
Belgium,BEL,1975,6.041908,12.156025,11.256005
Belgium,BEL,1976,4.0769525,11.451889,11.898323
Belgium,BEL,1977,7.212451,13.081207,13.70047
Belgium,BEL,1978,6.4377685,11.560694,16.931076
Belgium,BEL,1979,6.534305,11.944092,17.625233
Belgium,BEL,1980,5.393202,14.544075,18.464785
Belgium,BEL,1981,5.9156704,15.411824,22.608696
Belgium,BEL,1982,8.211445,15.303562,20.550652
Belgium,BEL,1983,5.436893,13.798294,20.325203
Belgium,BEL,1984,5.9848385,15.151515,23.18614
Belgium,BEL,1985,6.90417,11.569416,18.494898
Belgium,BEL,1986,6.2234793,14.566829,15.911099
Belgium,BEL,1987,4.700855,15.769231,19.884218
Belgium,BEL,1988,5.777842,13.127112,18.988132
Belgium,BEL,1989,6.6303225,14.37317,15.900621
Belgium,BEL,1990,6.2187166,14.277944,18.348623
Belgium,BEL,1991,3.4407256,13.934878,17.552595
Belgium,BEL,1992,6.8910255,13.956734,15.216298
Belgium,BEL,1993,9.432428,15.969474,20.945084
Belgium,BEL,1994,9.309162,16.993088,18.271992
Belgium,BEL,1995,8.932921,18.65285,17.604694
Belgium,BEL,1996,8.69631,18.612286,20.189865
Belgium,BEL,1997,9.303907,15.472811,23.034126
Belgium,BEL,1998,8.844079,17.76592,18.485432
Belgium,BEL,1999,8.417324,13.850592,16.997011
Belgium,BEL,2000,9.490196,18.823217,19.908045
Belgium,BEL,2001,9.415014,15.023074,18.938292
Belgium,BEL,2002,6.9515247,13.818267,21.397581
Belgium,BEL,2003,8.225808,17.043997,21.884869
Belgium,BEL,2004,8.941635,15.076498,17.89263
Belgium,BEL,2005,7.3494873,12.197659,17.075573
Belgium,BEL,2006,6.2695727,11.457271,16.194597
Belgium,BEL,2007,7.1003213,10.488022,14.3636465
Belgium,BEL,2008,8.267234,14.40458,15.829472
Belgium,BEL,2009,6.744949,12.200162,16.05559
Belgium,BEL,2010,6.1478686,13.621545,17.059196
Belgium,BEL,2011,8.62842,13.740802,15.277574
Belgium,BEL,2012,7.7682333,11.187559,16.055082
Belgium,BEL,2013,6.6435513,10.803112,13.787612
Belgium,BEL,2014,6.8345966,9.858284,13.137574
Belgium,BEL,2015,4.9160624,12.012064,13.28148
Belgium,BEL,2016,6.1359153,10.323624,13.540319
Belgium,BEL,2017,6.6500835,10.630413,12.538508
Belgium,BEL,2018,5.5482635,10.56719,11.532107
Belgium,BEL,2019,6.6248984,9.23555,12.743262
Belgium,BEL,2020,4.5419874,8.617309,11.7485485
Belgium,BEL,2021,7.7312493,8.735435,11.720517
Belize,BLZ,1964,0,0,15.664161
Belize,BLZ,1965,9.991008,0,0
Belize,BLZ,1966,0,0,0
Belize,BLZ,1967,0,0,0
Belize,BLZ,1968,0,0,0
Belize,BLZ,1969,0,0,0
Belize,BLZ,1970,0,0,0
Belize,BLZ,1971,0,0,0
Belize,BLZ,1972,0,0,0
Belize,BLZ,1973,0,0,0
Belize,BLZ,1974,0,0,0
Belize,BLZ,1975,0,0,0
Belize,BLZ,1976,0,0,13.69863
